Institution Index,Institution,Last Name,First Name,Ph.D. Graduation Year,Ph.D. Graduate School,Research Interest,H-index,Citations,Publications,Publications Divided by Co-authors
349,University of California - San Diego,Bafna,Vineet,1994,Pennsylvania State University,Comp. bio & bioinformatics,71,43820,22,7.6
349,University of California - San Diego,Freund,Yoav,1993,University of California - Santa Cruz,Machine learning & data mining,51,58751,22,7.1
349,University of California - San Diego,Deutsch,Alin,2002,University of Pennsylvania,Databases,39,6962,21,6.2
349,University of California - San Diego,Dow,Steven,2008,Georgia Institute of Technology,Human-computer interaction,36,4701,21,4.7
349,University of California - San Diego,Esmaeilzadeh,Hadi,2013,University of Washington,Computer architecture,31,6941,20,3.6
349,University of California - San Diego,Paturi,Ramamohan,1985,Pennsylvania State University,Algorithms & complexity,,,19,7.4
349,University of California - San Diego,Wang,Xiaolong,2019,Carnegie Mellon University,Computer vision,21,5405,18,5.7
349,University of California - San Diego,Carter,Larry,1974,University of California - Berkeley,"Algorithms & complexity,High-performance computing",,,18,6.2
349,University of California - San Diego,Xie,Pengtao,2020,Carnegie Mellon University,"Machine learning & data mining,Artificial intelligence",19,1791,18,5.3
349,University of California - San Diego,Bharadia,Dinesh,2016,Stanford University,"Computer networks,Mobile computing",25,6634,17,4.2
349,University of California - San Diego,Kumar,Arun,2016,University of Wisconsin - Madison,Databases,15,1616,15,3.9
349,University of California - San Diego,Heninger,Nadia,2011,Princeton University,Computer security,22,4083,15,3.3
349,University of California - San Diego,Schulman,Aaron,2013,University of Maryland - College Park,"Measurement & perf. analysis,Computer networks",15,1169,15,3.2
349,University of California - San Diego,Tolley,Michael,2010,Cornell University,Robotics,28,6483,14,3
349,University of California - San Diego,Yu,Angela,2005,Gatsby Computational Neuroscience Unit,Machine learning & data mining,22,4768,14,7
349,University of California - San Diego,Ferrante,Jeanne,1974,Massachusetts Institute of Technology,"Programming languages,High-performance computing",36,8791,13,4.1
349,University of California - San Diego,Orailoglu,Alex,1983,University of Illinois at Urbana-Champaign,Design automation,35,4232,13,6.2
349,University of California - San Diego,Stefan,Deian,2015,Stanford University,"Programming languages,Computer security",23,1691,13,2.4
349,University of California - San Diego,Graham,Fan,1974,University of Pennsylvania,Algorithms & complexity,53,12630,12,4
349,University of California - San Diego,Hollan,James,1973,University of Florida,Human-computer interaction,34,12254,12,3.8
349,University of California - San Diego,Nakashole,Ndapandula,2012,Max Planck Institute for Informatics & Saarland University,Natural language processing,15,1693,12,5.1
349,University of California - San Diego,Porter,George,2008,University of California - Berkeley,Computer networks,32,5103,12,1.7
349,University of California - San Diego,Shang,Jingbo,2019,University of Illinois at Urbana-Champaign,"Natural language processing,The Web & information retrieval",15,1453,12,2.5
349,University of California - San Diego,Buss,Samuel,1985,Princeton University,Algorithms & complexity,36,5055,10,5.1
349,University of California - San Diego,Gao,Sicun,2012,Carnegie Mellon University,"Artificial intelligence,Logic & verification",17,1432,9,2.6
349,University of California - San Diego,Graham,Ronald,1962,University of California - Berkeley,Algorithms & complexity,81,51092,9,2.9
349,University of California - San Diego,Javidi,Tara,2002,University of Michigan,"Computer vision,Machine learning & data mining,Design automation",34,3465,9,2.3
349,University of California - San Diego,Jensen,Carlos,2005,Georgia Institute of Technology,"Human-computer interaction,Software engineering",25,2869,9,2.7
349,University of California - San Diego,Vianu,Victor,1983,University of Southern California,"Databases,Logic & verification",47,16025,9,3.6
349,University of California - San Diego,Weibel,Nadir,2009,Swiss Federal Institute of Technology Zurich,Human-computer interaction,24,1755,9,2.2
349,University of California - San Diego,Yip,Michael,2015,Stanford University,Robotics,19,1191,9,3.2
349,University of California - San Diego,Baden,Scott,1987,University of California - Berkeley,High-performance computing,25,2606,7,2.6
349,University of California - San Diego,Pannuto,Pat,2019,University of California - Berkeley,Mobile computing,15,1385,7,1.3
349,University of California - San Diego,Pasquale,Joseph,1988,University of California - Berkeley,"Computer networks,The Web & information retrieval",28,4270,7,3.5
349,University of California - San Diego,Vaccaro,Kristen,2019,University of Illinois at Urbana-Champaign,Human-computer interaction,9,653,7,1.3
349,University of California - San Diego,Yu,Rose,2017,University of Southern California,Machine learning & data mining,14,1347,7,1.9
349,University of California - San Diego,Zhang,Yiying,,University of Wisconsin - Madison,"Computer architecture,Operating systems",12,974,6,1.8
349,University of California - San Diego,Bandeira,Nuno,2007,University of California - San Diego,Comp. bio & bioinformatics,39,8407,6,1.4
349,University of California - San Diego,Burkhard,Walter,1969,University of California - Berkeley,"Computer architecture,Algorithms & complexity",16,1383,6,3.6
349,University of California - San Diego,Chern,Albert,2017,California Institute of Technology,Computer graphics,5,81,6,1.5
349,University of California - San Diego,Polikarpova,Nadia,2014,Swiss Federal Institute of Technology Zurich,Programming languages,12,732,6,1.6
349,University of California - San Diego,De Sa,Virginia,1994,University of Rochester,Machine learning & data mining,22,2767,6,3.8
349,University of California - San Diego,Weng,Tsui-Wei,,Massachusetts Institute of Technology,"Artificial intelligence,Machine learning & data mining",12,825,6,1
349,University of California - San Diego,Alvarado,Christine,2004,Massachusetts Institute of Technology,"Artificial intelligence,Human-computer interaction",23,2622,5,2
349,University of California - San Diego,Gravish,Nick,2013,Georgia Institute of Technology,Robotics,22,1949,5,1.7
349,University of California - San Diego,Riek,Laurel,2011,University of Cambridge,Robotics,23,2237,5,1.9
349,University of California - San Diego,Tesler,Glenn,1995,Massachusetts Institute of Technology,Comp. bio & bioinformatics,33,26442,5,1.3
349,University of California - San Diego,Vardy,Alexander,1991,Tel Aviv University,Algorithms & complexity,56,13475,5,2.7
349,University of California - San Diego,Wang,Edward,1994,University of California - Berkeley,Human-computer interaction,30,4301,5,0.9
349,University of California - San Diego,Bewley,Thomas,1998,Stanford University,Robotics,26,3157,4,1.7
349,University of California - San Diego,Irani,Lilly,2013,University of California - Irvine,Human-computer interaction,29,5243,4,1.3
349,University of California - San Diego,Mirarab,Siavash,2015,University of Texas at Austin,Comp. bio & bioinformatics,37,8086,4,1.4
349,University of California - San Diego,Remmel,Jeffrey,1974,Cornell University,Logic & verification,30,3992,4,1.3
349,University of California - San Diego,Salimi,Babak,2016,Carleton University,Databases,8,204,4,1
349,University of California - San Diego,Krüger,Ingolf,2000,Munich University of Technology,Software engineering,26,2655,3,1.1
349,University of California - San Diego,Subramaniam,Shankar,1997,Cornell University,Comp. bio & bioinformatics,103,59191,3,0.8
349,University of California - San Diego,Bergen,Leon,2015,Massachusetts Institute of Technology,Natural language processing,13,1109,2,0.5
349,University of California - San Diego,Howden,William,1973,University of California - Irvine,Software engineering,26,3929,2,2
349,University of California - San Diego,Hu,Toth,1960,Brown University,,26,4379,2,1
349,University of California - San Diego,Norman,Donald,1962,University of Pennsylvania,,103,119362,2,1
349,University of California - San Diego,Politz,Joe,2016,Brown University,,10,459,2,0.5
349,University of California - San Diego,Atanasov,Nikolay,2015,University of Pennsylvania,,20,1377,1,0.5
349,University of California - San Diego,Knight,Rob,2001,Princeton University,,188,220294,1,0.1
349,University of California - San Diego,Savitch,Walter,1969,University of California - Berkeley,,14,1876,1,1
349,University of California - San Diego,Touri,Behrouz,2011,University of Illinois at Urbana-Champaign,,19,1830,1,0.2
422,University of Maryland - College Park,Davis,Larry,1976,University of Maryland - College Park,Computer vision,120,67259,148,47.5
422,University of Maryland - College Park,Manocha,Dinesh,1992,University of California - Berkeley,Robotics,119,43075,141,40.8
422,University of Maryland - College Park,Chellappa,Rama,1981,Purdue University,Computer vision,122,71328,115,39.5
422,University of Maryland - College Park,Daumé,Hal,2006,University of Southern California,"Natural language processing,Machine learning & data mining",55,14675,94,33.9
422,University of Maryland - College Park,Hajiaghayi,Mohammad,2005,Massachusetts Institute of Technology,Algorithms & complexity,60,12601,84,23.1
422,University of Maryland - College Park,Katz,Jonathan,2002,Columbia University,"Cryptography,Computer security",76,25853,73,24.4
422,University of Maryland - College Park,Lin,Ming,1993,University of California - Berkeley,"Robotics,Computer graphics,Visualization",87,32276,68,20.3
422,University of Maryland - College Park,Aloimonos,Yiannis,1987,University of Rochester,"Computer vision,Robotics",71,13214,62,21.7
422,University of Maryland - College Park,Boyd-Graber,Jordan,2009,Princeton University,Natural language processing,36,7349,61,17.7
422,University of Maryland - College Park,Jacobs,David,1992,Massachusetts Institute of Technology,Computer vision,54,18130,54,21.8
422,University of Maryland - College Park,Srinivasan,Aravind,1993,Cornell University,Algorithms & complexity,60,14443,51,22.4
422,University of Maryland - College Park,Resnik,Philip,1993,University of Pennsylvania,Natural language processing,54,19491,44,15.4
422,University of Maryland - College Park,Elmqvist,Niklas,2006,Chalmers University of Technology,"Human-computer interaction,Visualization",43,23437,38,9.5
422,University of Maryland - College Park,Mazurek,Michelle,2014,Carnegie Mellon University,"Computer security,Human-computer interaction",30,3984,36,6.3
422,University of Maryland - College Park,Zwicker,Matthias,2003,Swiss Federal Institute of Technology Zurich,Computer graphics,46,8734,33,7.6
422,University of Maryland - College Park,Hicks,Michael,2001,University of Pennsylvania,Programming languages,48,10141,32,8.9
422,University of Maryland - College Park,Subrahmanian,V.,1989,Syracuse University,Artificial intelligence,71,25944,32,9
422,University of Maryland - College Park,Spring,Neil,2004,University of Washington,"Measurement & perf. analysis,Computer networks",41,11208,31,8.5
422,University of Maryland - College Park,Nau,Dana,1979,Duke University,Artificial intelligence,62,20374,30,9.7
422,University of Maryland - College Park,Abadi,Daniel,2008,Massachusetts Institute of Technology,Databases,47,20738,28,8.6
422,University of Maryland - College Park,Papamanthou,Charalampos,2011,Brown University,Computer security,30,7042,28,7.8
422,University of Maryland - College Park,Samet,Hanan,1975,Stanford University,Databases,81,32518,28,11.6
422,University of Maryland - College Park,Bhattacharjee,Bobby,1999,Georgia Institute of Technology,"Computer networks,Mobile computing,Measurement & perf. analysis",36,9894,27,5.9
422,University of Maryland - College Park,Dickerson,John,2016,Carnegie Mellon University,Artificial intelligence,21,1608,26,7
422,University of Maryland - College Park,Levin,Dave,2010,University of Maryland - College Park,"Measurement & perf. analysis,Computer security",26,1948,26,5.3
422,University of Maryland - College Park,Bhatele,Abhinav,2010,University of Illinois at Urbana-Champaign,High-performance computing,32,3068,25,4.7
422,University of Maryland - College Park,Ruppin,Eytan,1993,Tel Aviv University,"Machine learning & data mining,Comp. bio & bioinformatics",73,21358,25,7.8
422,University of Maryland - College Park,Vishkin,Uzi,1981,Israel Institute of Technology,Algorithms & complexity,57,13171,25,11.5
422,University of Maryland - College Park,Deshpande,Amol,2004,University of California - Berkeley,Databases,46,10590,24,9.1
422,University of Maryland - College Park,Dorr,Bonnie,1990,Massachusetts Institute of Technology,Natural language processing,47,10736,23,9.5
422,University of Maryland - College Park,Mount,David,1983,Purdue University,Algorithms & complexity,42,18443,23,7.4
422,University of Maryland - College Park,Shneiderman,Ben,1973,Stony Brook University,"Human-computer interaction,Visualization",121,95132,23,9.8
422,University of Maryland - College Park,Roussopoulos,Nick,1977,University of Toronto,Databases,44,10773,22,9.5
422,University of Maryland - College Park,Hollingsworth,Jeffrey,1994,University of Wisconsin - Madison,High-performance computing,39,7644,21,8.2
422,University of Maryland - College Park,Liu,Zhicheng,2012,Georgia Institute of Technology,"Human-computer interaction,Visualization",22,2790,21,5.7
422,University of Maryland - College Park,Oard,Douglas,1996,University of Maryland - College Park,"Natural language processing,The Web & information retrieval",50,8915,21,8.5
422,University of Maryland - College Park,Cleaveland,Rance,1987,Cornell University,Logic & verification,47,9722,20,9.8
422,University of Maryland - College Park,Goldstein,Tom,2010,University of California - Los Angeles,"Machine learning & data mining,Computer vision",35,9105,20,4.3
422,University of Maryland - College Park,Qu,Gang,2000,University of California - Los Angeles,Design automation,43,8583,20,7.6
422,University of Maryland - College Park,Bederson,Benjamin,1992,New York University,Human-computer interaction,66,20418,19,6.8
422,University of Maryland - College Park,Shrivastava,Abhinav,2017,Carnegie Mellon University,Computer vision,16,4170,19,5.8
422,University of Maryland - College Park,Tokekar,Pratap,2014,University of Minnesota,Robotics,17,1294,18,6.3
422,University of Maryland - College Park,Carpuat,Marine,2008,The Hong Kong University of Science and Technology,Natural language processing,26,2125,17,6.4
422,University of Maryland - College Park,Duraiswami,Ramani,1991,Johns Hopkins University,Computer vision,58,13052,16,4.7
422,University of Maryland - College Park,Porter,Adam,1991,University of California - Irvine,Software engineering,40,6724,16,4.5
422,University of Maryland - College Park,Srivastava,Ankur,2002,University of California - Los Angeles,Design automation,35,5486,16,6
422,University of Maryland - College Park,Varshney,Amitabh,1994,University of North Carolina,Visualization,41,8776,16,5.6
422,University of Maryland - College Park,Kyoung Choe,Eun,2014,University of Washington,Human-computer interaction,19,2192,15,3.4
422,University of Maryland - College Park,Dumitras,Tudor,2010,Carnegie Mellon University,Computer security,25,2752,14,3.6
422,University of Maryland - College Park,Miers,Ian,2017,Johns Hopkins University,Computer security,16,2978,14,3.7
422,University of Maryland - College Park,Lazar,Amanda,2015,University of Washington,Human-computer interaction,16,1442,13,4
422,University of Maryland - College Park,Plaisant,Catherine,1982,Pierre and Marie Curie University,"Human-computer interaction,Visualization",63,33777,13,2.9
422,University of Maryland - College Park,Soled,Dana,2011,Columbia University,Cryptography,21,1294,12,3.4
422,University of Maryland - College Park,Feizi,Soheil,2016,Massachusetts Institute of Technology,Machine learning & data mining,17,5030,12,3.9
422,University of Maryland - College Park,Agrawala,Ashok,1970,Harvard University,,46,11258,11,4.4
422,University of Maryland - College Park,Keleher,Peter,1996,Rice University,"High-performance computing,Computer architecture",8,918,11,4.6
422,University of Maryland - College Park,Sussman,Alan,1991,Carnegie Mellon University,High-performance computing,37,5038,11,3.6
422,University of Maryland - College Park,Patro,Robert,2012,University of Maryland - College Park,Comp. bio & bioinformatics,21,4543,10,3
422,University of Maryland - College Park,Rudinger,Rachel,2019,Johns Hopkins University,Natural language processing,14,820,10,2.1
422,University of Maryland - College Park,Otte,Michael,2011,University of Colorado Boulder,Robotics,14,633,9,2.8
422,University of Maryland - College Park,Battle,Leilani,2017,Massachusetts Institute of Technology,"Databases,Human-computer interaction",11,1330,8,1.6
422,University of Maryland - College Park,Castillo,Carlos,2012,University of Maryland - College Park,Computer vision,23,2445,8,2.4
422,University of Maryland - College Park,Golbeck,Jennifer,2005,University of Maryland - College Park,Human-computer interaction,52,14209,8,2.9
422,University of Maryland - College Park,Peng,Huaishu,2018,Cornell University,Human-computer interaction,9,502,8,1.8
422,University of Maryland - College Park,Rajeev,Barua,2000,Massachusetts Institute of Technology,Computer architecture,30,4744,7,1.7
422,University of Maryland - College Park,Bhattacharyya,Shuvra,1994,University of California - Berkeley,"Design automation,Embedded & real-time systems",41,8101,7,1.8
422,University of Maryland - College Park,Childs,Andrew,2004,Massachusetts Institute of Technology,Algorithms & complexity,43,8206,7,2.1
422,University of Maryland - College Park,Daniel,Gottesman,1997,California Institute of Technology,Algorithms & complexity,42,15159,7,2
422,University of Maryland - College Park,Kacorri,Hernisa,2016,The City University of New York,Human-computer interaction,12,462,7,2.2
422,University of Maryland - College Park,Raschid,Louiqa,1987,University of Florida,,36,4168,7,3
422,University of Maryland - College Park,Roy,Nirupam,2018,University of Illinois at Urbana-Champaign,"Computer networks,Mobile computing",9,763,7,2.5
422,University of Maryland - College Park,Alagic,Gorjan,2008,University of Connecticut,Cryptography,11,425,6,2.3
422,University of Maryland - College Park,Baras,John,1973,Harvard University,,54,15030,6,2.2
422,University of Maryland - College Park,Grant,John,1970,New York University,Artificial intelligence,40,5031,6,1.9
422,University of Maryland - College Park,Horn,David,2009,Brandeis University,Programming languages,20,1282,6,1.7
422,University of Maryland - College Park,Memon,Atif,2001,University of Pittsburgh,,60,16470,6,1.7
422,University of Maryland - College Park,Regli,William,,University of Maryland - College Park,Artificial intelligence,45,7158,6,2.1
422,University of Maryland - College Park,Shankar,A,1982,University of Texas at Austin,Measurement & perf. analysis,24,3149,6,2.8
422,University of Maryland - College Park,Wu,Xiaodi,2013,University of Michigan,"Programming languages,Machine learning & data mining",17,4087,6,1.5
422,University of Maryland - College Park,Yeung,Donald,1998,Massachusetts Institute of Technology,,25,2836,6,2
422,University of Maryland - College Park,Horty,John,1986,University of Pittsburgh,Artificial intelligence,32,4221,5,2
422,University of Maryland - College Park,Khan,Zia,2011,Princeton University,"Computer vision,Robotics",27,4397,5,1.5
422,University of Maryland - College Park,Marzullo,Keith,1984,Stanford University,,45,8364,5,1.4
422,University of Maryland - College Park,O'Leary,Dianne,1976,Stanford University,,51,14688,5,1.7
422,University of Maryland - College Park,Feldman,Naomi,2011,Brown University,Natural language processing,16,1278,4,1.2
422,University of Maryland - College Park,Leiserson,Mark,2016,Brown University,Comp. bio & bioinformatics,21,15849,4,1
422,University of Maryland - College Park,Perlis,Donald,1981,,,29,3055,4,1.3
422,University of Maryland - College Park,Reggia,James,1981,University of Maryland - College Park,Machine learning & data mining,36,5808,4,1.6
422,University of Maryland - College Park,Bravo,Hector,2008,University of Wisconsin - Madison,,29,9100,3,0.9
422,University of Maryland - College Park,Kruskal,Clyde,1981,New York University,Computer architecture,25,3972,3,0.8
422,University of Maryland - College Park,Lampropoulos,Leonidas,2018,University of Pennsylvania,Programming languages,8,460,3,0.7
422,University of Maryland - College Park,Metzler,Christopher,2019,Rice University,Machine learning & data mining,10,757,3,0.8
422,University of Maryland - College Park,Wu,Min,2001,Princeton University,Computer security,57,12290,2,0.5
422,University of Maryland - College Park,Frias-Martinez,Vanessa,2008,Columbia University,,23,2110,2,0.6
422,University of Maryland - College Park,Gasarch,William,1985,Harvard University,Algorithms & complexity,21,2282,2,1
422,University of Maryland - College Park,Huang,Furong,2016,University of California - Irvine,Machine learning & data mining,11,1260,2,0.5
422,University of Maryland - College Park,Lazar,Jonathan,,University of Maryland - Baltimore County,Human-computer interaction,40,7930,2,0.3
422,University of Maryland - College Park,Molly,Erin,2020,University of Illinois at Urbana-Champaign,Comp. bio & bioinformatics,9,1268,2,0.8
422,University of Maryland - College Park,Barg,Alexander,1987,Russian Academy of Sciences,,36,4653,1,0.3
422,University of Maryland - College Park,Pop,Mihai,2000,Johns Hopkins University,,56,50722,1,0.2
422,University of Maryland - College Park,Purtilo,James,1986,University of Illinois at Urbana-Champaign,,16,1288,1,0.3
511,University of Washington,Smith,Noah,2006,Johns Hopkins University,Natural language processing,73,24153,129,40
511,University of Washington,Zettlemoyer,Luke,2009,Massachusetts Institute of Technology,Natural language processing,60,19372,87,23.9
511,University of Washington,Seitz,Steven,1997,University of Wisconsin - Madison,Computer vision,74,33225,81,26.6
511,University of Washington,Krishnamurthy,Arvind,1999,University of California - Berkeley,Computer networks,69,17135,80,15.2
511,University of Washington,Dey,Anind,2000,Georgia Institute of Technology,Human-computer interaction,74,44111,73,20.1
511,University of Washington,Choi,Yejin,2010,Cornell University,Natural language processing,48,11019,70,16.7
511,University of Washington,Bilmes,Jeff,1999,University of California - Berkeley,Machine learning & data mining,65,30021,68,23.9
511,University of Washington,Patel,Shwetak,2008,Georgia Institute of Technology,Human-computer interaction,59,14852,67,14.9
511,University of Washington,Anderson,Thomas,1991,University of Washington,Computer networks,92,51284,66,14.4
511,University of Washington,Kakade,Sham,2003,University College London,Machine learning & data mining,67,18035,63,20.2
511,University of Washington,Heer,Jeffrey,2008,University of California - Berkeley,"Human-computer interaction,Visualization",69,20855,59,19.3
511,University of Washington,Mahajan,Ratul,2005,University of Washington,Computer networks,59,18706,59,13.4
511,University of Washington,Suciu,Dan,1995,University of Pennsylvania,Databases,85,31301,57,20.7
511,University of Washington,Mankoff,Jennifer,2001,Georgia Institute of Technology,Human-computer interaction,50,8885,56,13.7
511,University of Washington,Curless,Brian,1997,Stanford University,"Computer vision,Computer graphics",57,29696,52,13.3
511,University of Washington,Fogarty,James,2006,Carnegie Mellon University,Human-computer interaction,49,7158,52,13.5
511,University of Washington,Karlin,Anna,1987,Stanford University,Algorithms & complexity,48,14276,51,14.6
511,University of Washington,Kohno,Tadayoshi,2006,University of California - San Diego,Computer security,62,19302,50,13.7
511,University of Washington,Boots,Byron,2012,Carnegie Mellon University,"Robotics,Machine learning & data mining",30,3053,49,13.2
511,University of Washington,Jacob,Wobbrock,2006,Carnegie Mellon University,Human-computer interaction,63,15493,49,15.8
511,University of Washington,Henry,Levy,1981,University of Washington,"Computer architecture,Operating systems",77,27500,46,12.4
511,University of Washington,Popovic,Zoran,1999,Carnegie Mellon University,Computer graphics,57,17798,44,13.6
511,University of Washington,Ceze,Luis,2007,University of Illinois at Urbana-Champaign,Computer architecture,48,11327,43,9.6
511,University of Washington,Bodík,Rastislav,1999,University of Pittsburgh,Programming languages,47,13103,42,13
511,University of Washington,Hajishirzi,Hannaneh,2011,University of Illinois at Urbana-Champaign,Natural language processing,29,3540,42,10.8
511,University of Washington,Yin Tat,Lee,2016,Massachusetts Institute of Technology,Algorithms & complexity,23,2633,41,13
511,University of Washington,Gollakota,Shyamnath,2013,Massachusetts Institute of Technology,"Computer networks,Mobile computing,Human-computer interaction",40,8096,40,10.9
511,University of Washington,Kientz,Julie,2008,Georgia Institute of Technology,Human-computer interaction,44,7084,40,8.5
511,University of Washington,Rao,Rajesh,1997,University of Rochester,"Machine learning & data mining,Robotics,Artificial intelligence",59,17961,40,16
511,University of Washington,Todorov,Emanuel,1998,Massachusetts Institute of Technology,Robotics,51,16330,40,17.8
511,University of Washington,Beame,Paul,1987,University of Toronto,Algorithms & complexity,42,6776,37,14.3
511,University of Washington,Froehlich,Jon,2011,University of Washington,Human-computer interaction,39,9507,37,7.8
511,University of Washington,Oh,Sewoong,2011,Stanford University,Machine learning & data mining,30,5924,36,11.6
511,University of Washington,Smith,Joshua,1999,Massachusetts Institute of Technology,Robotics,100,53974,33,8.3
511,University of Washington,Findlater,Leah,2009,University of British Columbia,Human-computer interaction,33,6148,33,9.2
511,University of Washington,Balazinska,Magdalena,2006,Massachusetts Institute of Technology,Databases,58,14288,32,9
511,University of Washington,Tessaro,Stefano,2010,Swiss Federal Institute of Technology Zurich,Cryptography,29,2077,31,11.9
511,University of Washington,Lee,James,2005,University of California - Berkeley,Algorithms & complexity,27,20980,30,12.3
511,University of Washington,Ko,Amy,2008,Carnegie Mellon University,Human-computer interaction,41,7406,27,8.7
511,University of Washington,Roesner,Franziska,2014,University of Washington,Computer security,26,5685,26,6.9
511,University of Washington,Shapiro,Linda,1974,University of Iowa,Computer vision,53,22306,25,8.9
511,University of Washington,Gharan,Shayan,2013,Stanford University,Algorithms & complexity,21,1977,24,8.4
511,University of Washington,Grossman,Dan,2002,Cornell University,Programming languages,39,7975,24,6.4
511,University of Washington,Lin,Huijia,2011,Cornell University,"Cryptography,Algorithms & complexity",27,2207,24,10
511,University of Washington,Cakmak,Maya,2012,Georgia Institute of Technology,Robotics,33,4106,23,7.2
511,University of Washington,Tompa,Martin,1978,University of Toronto,Algorithms & complexity,35,7673,23,11.9
511,University of Washington,Kemelmacher-Shlizerman,Ira,2009,Weizmann Institute of Science,Computer vision,26,3500,22,8.7
511,University of Washington,Morgenstern,Jamie,2015,Carnegie Mellon University,"Machine learning & data mining,Economics & computation",20,1493,22,5.4
511,University of Washington,Lazowska,Edward,1977,University of Toronto,,56,15230,20,6.9
511,University of Washington,Zahorjan,John,1980,University of Toronto,"Measurement & perf. analysis,Computer networks",43,11163,20,7.9
511,University of Washington,Hiniker,Alexis,2017,University of Washington,Human-computer interaction,14,807,19,4.3
511,University of Washington,Reinecke,Katharina,2010,University of Zurich,Human-computer interaction,23,2176,19,5.5
511,University of Washington,Torlak,Emina,2009,Massachusetts Institute of Technology,"Programming languages,Operating systems,Software engineering",22,2860,19,6
511,University of Washington,Hsieh,Gary,2010,Carnegie Mellon University,Human-computer interaction,25,2625,17,4.9
511,University of Washington,Rothvoss,Thomas,2009,Swiss federal Institute of Technology Lausanne,Algorithms & complexity,24,1983,17,9.4
511,University of Washington,Tatlock,Zachary,2014,University of California - San Diego,Programming languages,18,1515,17,4.3
511,University of Washington,Wang,Xi,2014,Massachusetts Institute of Technology,Operating systems,93,52178,16,3
511,University of Washington,Anderson,Richard,1985,Stanford University,Human-computer interaction,62,19503,16,5.4
511,University of Washington,Oskin,Mark,2001,University of California - Davis,Computer architecture,31,4598,16,4
511,University of Washington,Rao,Anup,2007,University of Texas at Austin,Algorithms & complexity,23,2036,14,5.6
511,University of Washington,Ruzzo,Walter,1978,University of California - Berkeley,Algorithms & complexity,49,17597,13,6.1
511,University of Washington,Borning,Alan,1979,Stanford University,Human-computer interaction,48,8815,11,3.6
511,University of Washington,Althoff,Tim,2018,Stanford University,The Web & information retrieval,15,1639,10,2.8
511,University of Washington,Lee,Su-ln,2009,Stanford University,Machine learning & data mining,25,7024,9,3.1
511,University of Washington,Taylor,Michael,2007,Massachusetts Institute of Technology,"Computer architecture,Design automation",28,5201,9,3.2
511,University of Washington,Zhang,Amy,2019,Massachusetts Institute of Technology,Human-computer interaction,14,633,9,3.3
511,University of Washington,Schulz,Adriana,2018,Massachusetts Institute of Technology,Computer graphics,8,315,8,1.4
511,University of Washington,Aragon,Cecilia,2004,University of California - Berkeley,Human-computer interaction,36,7593,6,2.1
511,University of Washington,Just,Rene,2013,University of Ulm,Software engineering,20,2231,5,0.8
511,University of Washington,Mitra,Tanushree,2017,Georgia Institute of Technology,Human-computer interaction,10,910,4,1.4
511,University of Washington,Seelig,Georg,2003,University of Geneva,Computer architecture,28,6809,3,0.6
511,University of Washington,Tanimoto,Steve,1975,Princeton University,,35,7004,2,2
269,Stanford University,Guibas,Leonidas,1976,Stanford University,"Computer vision,Computer graphics",124,70948,141,36.8
269,Stanford University,Li,Fei-Fei,2005,California Institute of Technology,Computer vision,104,102052,137,35.3
269,Stanford University,Manning,Christopher,1994,Stanford University,Natural language processing,133,142006,135,47.5
269,Stanford University,Savarese,Silvio,2005,California Institute of Technology,Computer vision,77,22745,107,27.2
269,Stanford University,Boneh,Dan,1996,Princeton University,"Computer security,Cryptography",118,84135,105,35.3
269,Stanford University,Agrawala,Maneesh,2002,Stanford University,Human-computer interaction,70,18104,97,25.6
269,Stanford University,Leskovec,Jure,2008,Carnegie Mellon University,"Machine learning & data mining,The Web & information retrieval",105,69910,96,28.3
269,Stanford University,Hanrahan,Pat,1986,University of Wisconsin - Madison,Computer graphics,89,44484,88,28
269,Stanford University,Aiken,Alexander,1988,Cornell University,Programming languages,74,21297,84,27.2
269,Stanford University,Jurafsky,Daniel,1992,University of California - Berkeley,Natural language processing,92,47333,81,25.7
269,Stanford University,Khatib,Oussama,1980,Ecole nationale superieure de l'aeronautique et de l'espace,Robotics,76,37569,76,28.4
269,Stanford University,Charikar,Moses,2000,Stanford University,Algorithms & complexity,57,18037,68,22.6
269,Stanford University,Ermon,Stefano,2015,Cornell University,"Machine learning & data mining,Artificial intelligence",33,6119,67,20
269,Stanford University,Horowitz,Mark,1984,Stanford University,"Computer architecture,Design automation",127,56907,65,16.1
269,Stanford University,Landy,James,1996,Carnegie Mellon University,Human-computer interaction,76,25020,65,16.6
269,Stanford University,Dally,William,1986,California Institute of Technology,Computer architecture,97,63224,59,17.1
269,Stanford University,Re,Christopher,,University of Wisconsin - Seattle,"Machine learning & data mining,Databases",57,14602,58,14.7
269,Stanford University,Goel,Ashish,1999,Stanford University,"Economics & computation,The Web & information retrieval,Algorithms & complexity",47,11466,56,19.1
269,Stanford University,Olukotun,Kunle,1991,University of Michigan,"Computer architecture,Machine learning & data mining",72,20590,52,14.2
269,Stanford University,Kozyrakis,Christoforos,2002,University of California - Berkeley,Computer architecture,75,22185,51,12.4
269,Stanford University,Reingold,Omer,1998,Weizmann Institute of Science,Algorithms & complexity,50,10804,50,16
269,Stanford University,Mitchell,John,1984,Massachusetts Institute of Technology,Computer security,89,27055,49,19.2
269,Stanford University,Shoham,Yoav,1986,Yale University,Artificial intelligence,70,29679,49,22.8
269,Stanford University,Widom,Jennifer,1987,Cornell University,Databases,102,66115,49,17.7
